Topic;;Title;;Published;;Viewership;;Description;;Skills
Generative-AI;;Generative AI and Predictive AI in the Cloud: Foundational Concepts and Scenarios;;2024-02-28;;5777;;Discover this easy-to-understand course for beginners that teaches the fundamentals of generative AI and predictive AI, as well as how they can relate to cloud computing.;;Artificial Intelligence (AI)
Generative-AI;;Securing the Use of Generative AI in Your Organization;;2023-12-13;;8973;;Learn about securing generative AI to unleash its potential while fortifying your organization against emerging cybersecurity threats.;;Network Security
Generative-AI;;Securing the Use of Generative AI in Your Organization;;2023-12-13;;8973;;Learn about securing generative AI to unleash its potential while fortifying your organization against emerging cybersecurity threats.;;Generative AI
Generative-AI;;Complete Guide to Generative AI for Data Analysis and Data Science;;2024-09-27;;0;;This course provides a comprehensive instruction on using generative AI to build data analytics and data science workflows.;;Generative AI
Generative-AI;;Complete Guide to Generative AI for Data Analysis and Data Science;;2024-09-27;;0;;This course provides a comprehensive instruction on using generative AI to build data analytics and data science workflows.;;Data Analytics
Generative-AI;;Complete Guide to Generative AI for Data Analysis and Data Science;;2024-09-27;;0;;This course provides a comprehensive instruction on using generative AI to build data analytics and data science workflows.;;Data Analysis
Generative-AI;;Building Apps with AI Tools: ChatGPT, Semantic Kernel, and Langchain;;2023-09-08;;19919;;Learn how to build integrated applications with cutting-edge AI tools, including ChatGPT, Semantic Kernel, and LangChain.;;LangChain
Generative-AI;;Building Apps with AI Tools: ChatGPT, Semantic Kernel, and Langchain;;2023-09-08;;19919;;Learn how to build integrated applications with cutting-edge AI tools, including ChatGPT, Semantic Kernel, and LangChain.;;Semantic Kernel
Generative-AI;;Building Apps with AI Tools: ChatGPT, Semantic Kernel, and Langchain;;2023-09-08;;19919;;Learn how to build integrated applications with cutting-edge AI tools, including ChatGPT, Semantic Kernel, and LangChain.;;OpenAI Products
Generative-AI;;Building Apps with AI Tools: ChatGPT, Semantic Kernel, and Langchain;;2023-09-08;;19919;;Learn how to build integrated applications with cutting-edge AI tools, including ChatGPT, Semantic Kernel, and LangChain.;;Application Development
Generative-AI;;Gemini 1.5 Pro: API Quickstart;;2024-08-02;;0;;Get a quick overview of the capabilities of the new Gemini model, 1.5 Pro, and learn how to use the features that come with it.;;Google Gemini
Generative-AI;;Gemini 1.5 Pro: API Quickstart;;2024-08-02;;0;;Get a quick overview of the capabilities of the new Gemini model, 1.5 Pro, and learn how to use the features that come with it.;;Generative AI
Generative-AI;;Gemini 1.5 Pro: API Quickstart;;2024-08-02;;0;;Get a quick overview of the capabilities of the new Gemini model, 1.5 Pro, and learn how to use the features that come with it.;;API Development
Generative-AI;;Using ChatGPT and Generative AI in FinTech;;2023-11-16;;11859;;Learn how to leverage cutting-edge generative AI tools like ChatGPT to make more effective and profitable business decisions.;;ChatGPT
Generative-AI;;Using ChatGPT and Generative AI in FinTech;;2023-11-16;;11859;;Learn how to leverage cutting-edge generative AI tools like ChatGPT to make more effective and profitable business decisions.;;Generative AI
Generative-AI;;Using ChatGPT and Generative AI in FinTech;;2023-11-16;;11859;;Learn how to leverage cutting-edge generative AI tools like ChatGPT to make more effective and profitable business decisions.;;FinTech
Generative-AI;;GPT-4 Foundations: Building AI-Powered Apps;;2023-06-22;;79495;;Learn the basics of prompting and connecting prompts together to build a small application with GPT-4.;;AI Software Development
Generative-AI;;GPT-4 Foundations: Building AI-Powered Apps;;2023-06-22;;79495;;Learn the basics of prompting and connecting prompts together to build a small application with GPT-4.;;GPT-4
Generative-AI;;GPT-4 Foundations: Building AI-Powered Apps;;2023-06-22;;79495;;Learn the basics of prompting and connecting prompts together to build a small application with GPT-4.;;Generative AI
Generative-AI;;Ecommerce Marketing with Generative AI;;2024-10-01;;0;;Learn how to use generative AI tools in a strategic way throughout the ecommerce marketing workflow to increase your team’s productivity and achieve your ecommerce goals.;;Generative AI
Generative-AI;;Ecommerce Marketing with Generative AI;;2024-10-01;;0;;Learn how to use generative AI tools in a strategic way throughout the ecommerce marketing workflow to increase your team’s productivity and achieve your ecommerce goals.;;Digital Marketing
Generative-AI;;Ecommerce Marketing with Generative AI;;2024-10-01;;0;;Learn how to use generative AI tools in a strategic way throughout the ecommerce marketing workflow to increase your team’s productivity and achieve your ecommerce goals.;;E-Commerce
Generative-AI;;Red Teaming for Generative AI: Building Robust and Responsible Solutions;;2024-08-28;;0;;Learn how to plan and implement red teaming to enhance security, improve reliability, and encourage ethical behavior in your generative AI solutions.;;Generative AI
Generative-AI;;Red Teaming for Generative AI: Building Robust and Responsible Solutions;;2024-08-28;;0;;Learn how to plan and implement red teaming to enhance security, improve reliability, and encourage ethical behavior in your generative AI solutions.;;Red Teaming
Generative-AI;;Red Teaming for Generative AI: Building Robust and Responsible Solutions;;2024-08-28;;0;;Learn how to plan and implement red teaming to enhance security, improve reliability, and encourage ethical behavior in your generative AI solutions.;;Penetration Testing
Generative-AI;;Generative AI: The Evolution of Thoughtful Online Search;;2023-06-13;;356362;;Explore the distinctions between search engines and reasoning engines, with a focus on learning thoughtful search strategies in the world of generative AI.;;Artificial Intelligence for Business
Generative-AI;;Generative AI: The Evolution of Thoughtful Online Search;;2023-06-13;;356362;;Explore the distinctions between search engines and reasoning engines, with a focus on learning thoughtful search strategies in the world of generative AI.;;Generative AI
Generative-AI;;Generative AI: The Evolution of Thoughtful Online Search;;2023-06-13;;356362;;Explore the distinctions between search engines and reasoning engines, with a focus on learning thoughtful search strategies in the world of generative AI.;;Search Engine Technology
Generative-AI;;Building a Project with the ChatGPT API;;2023-12-22;;17316;;Discover the capabilities of the OpenAI API and learn how to integrate AI into your applications and projects.;;OpenAI Products
Generative-AI;;Building a Project with the ChatGPT API;;2023-12-22;;17316;;Discover the capabilities of the OpenAI API and learn how to integrate AI into your applications and projects.;;Chatbot Development
Generative-AI;;Building a Project with the ChatGPT API;;2023-12-22;;17316;;Discover the capabilities of the OpenAI API and learn how to integrate AI into your applications and projects.;;Application Development
Generative-AI;;How GPT-4o and Google Gemini Could Transform Your Business: A Conversation with Conor Grennan;;2024-05-24;;10635;;This conversation delves into the latest multimodal AI updates from OpenAI and Google, and what business decision makers, product managers, and leaders need to know.;;Google Gemini
Generative-AI;;How GPT-4o and Google Gemini Could Transform Your Business: A Conversation with Conor Grennan;;2024-05-24;;10635;;This conversation delves into the latest multimodal AI updates from OpenAI and Google, and what business decision makers, product managers, and leaders need to know.;;Artificial Intelligence for Business
Generative-AI;;How GPT-4o and Google Gemini Could Transform Your Business: A Conversation with Conor Grennan;;2024-05-24;;10635;;This conversation delves into the latest multimodal AI updates from OpenAI and Google, and what business decision makers, product managers, and leaders need to know.;;ChatGPT
Generative-AI;;OpenAI API: Moderation;;2024-01-05;;1656;;Learn how to use the advanced moderation features in the OpenAI API to avoid harmful language by controlling the input and output.;;OpenAI API
Generative-AI;;OpenAI API: Moderation;;2024-01-05;;1656;;Learn how to use the advanced moderation features in the OpenAI API to avoid harmful language by controlling the input and output.;;Responsible AI
Generative-AI;;OpenAI API: Moderation;;2024-01-05;;1656;;Learn how to use the advanced moderation features in the OpenAI API to avoid harmful language by controlling the input and output.;;OpenAI Products
Generative-AI;;OpenAI API: Embeddings;;2024-01-25;;1570;;Discover the basics of using and managing embeddings, the latest, cutting-edge feature released by OpenAI that allows developers to design and innovate more rapidly.;;OpenAI API
Generative-AI;;OpenAI API: Embeddings;;2024-01-25;;1570;;Discover the basics of using and managing embeddings, the latest, cutting-edge feature released by OpenAI that allows developers to design and innovate more rapidly.;;OpenAI Products
Generative-AI;;OpenAI API: Embeddings;;2024-01-25;;1570;;Discover the basics of using and managing embeddings, the latest, cutting-edge feature released by OpenAI that allows developers to design and innovate more rapidly.;;Embedded Software
Generative-AI;;Copilot Studio First Look;;2024-01-05;;22192;;Use Copilot Studio to quickly build your own AI chat assistant.;;Microsoft Copilot Studio
Generative-AI;;Copilot Studio First Look;;2024-01-05;;22192;;Use Copilot Studio to quickly build your own AI chat assistant.;;Artificial Intelligence for Business
Generative-AI;;OpenAI API for Python Developers;;2024-02-15;;6159;;Learn how to use the latest tools and technologies of generative AI, including the OpenAI API, to create next-generation Python applications.;;OpenAI API
Generative-AI;;OpenAI API for Python Developers;;2024-02-15;;6159;;Learn how to use the latest tools and technologies of generative AI, including the OpenAI API, to create next-generation Python applications.;;Generative AI
Generative-AI;;OpenAI API for Python Developers;;2024-02-15;;6159;;Learn how to use the latest tools and technologies of generative AI, including the OpenAI API, to create next-generation Python applications.;;Python (Programming Language)
Generative-AI;;Create Your Own Code Assistant with Llama 2, Node.js, and React.js;;2024-10-10;;0;;Craft your own personalized coding companion with the power of LLaMA 2, Node.js, and React.js.;;LLaMA
Generative-AI;;Create Your Own Code Assistant with Llama 2, Node.js, and React.js;;2024-10-10;;0;;Craft your own personalized coding companion with the power of LLaMA 2, Node.js, and React.js.;;Large Language Models (LLM)
Generative-AI;;Create Your Own Code Assistant with Llama 2, Node.js, and React.js;;2024-10-10;;0;;Craft your own personalized coding companion with the power of LLaMA 2, Node.js, and React.js.;;React.js
Generative-AI;;Create Your Own Code Assistant with Llama 2, Node.js, and React.js;;2024-10-10;;0;;Craft your own personalized coding companion with the power of LLaMA 2, Node.js, and React.js.;;Node.js
Generative-AI;;Prompt Engineering with Gemini;;2024-04-17;;11753;;This course explains how to take advantage of Gemini, Google’s user-facing generative AI model.;;Google Gemini
Generative-AI;;Prompt Engineering with Gemini;;2024-04-17;;11753;;This course explains how to take advantage of Gemini, Google’s user-facing generative AI model.;;Prompt Engineering
Generative-AI;;Prompt Engineering with Gemini;;2024-04-17;;11753;;This course explains how to take advantage of Gemini, Google’s user-facing generative AI model.;;Gemini
Machine-Learning;;Transfer Learning for Images Using PyTorch: Essential Training;;2019-10-08;;7264;;Discover how to implement transfer learning using PyTorch, the popular machine learning framework.;;Transfer Learning
Machine-Learning;;Transfer Learning for Images Using PyTorch: Essential Training;;2019-10-08;;7264;;Discover how to implement transfer learning using PyTorch, the popular machine learning framework.;;PyTorch
Machine-Learning;;Transfer Learning for Images Using PyTorch: Essential Training;;2019-10-08;;7264;;Discover how to implement transfer learning using PyTorch, the popular machine learning framework.;;Machine Learning
Machine-Learning;;Machine Learning and AI Foundations: Classification Modeling;;2018-08-20;;53952;;Classification methods are among the most important in modern data science. Learn classification strategies and algorithms for machining learning and AI.;;Machine Learning
Machine-Learning;;Machine Learning and AI Foundations: Classification Modeling;;2018-08-20;;53952;;Classification methods are among the most important in modern data science. Learn classification strategies and algorithms for machining learning and AI.;;Artificial Intelligence (AI)
Machine-Learning;;Machine Learning and AI Foundations: Classification Modeling;;2018-08-20;;53952;;Classification methods are among the most important in modern data science. Learn classification strategies and algorithms for machining learning and AI.;;Data Classification
Machine-Learning;;AutoML: Build Production-Ready Models Quickly!;;2022-11-02;;2396;;Learn the basics of building production-ready automated machine learning (AutoML) models.;;Automated Machine Learning (AutoML)
Machine-Learning;;Google Cloud Professional Machine Learning Engineer Cert Prep: 4 Developing ML Models;;2023-06-16;;0;;Learn about developing machine learning models in preparation for the Google Professional Machine Learning Engineer certification exam.;;Google Cloud Platform (GCP)
Machine-Learning;;Google Cloud Professional Machine Learning Engineer Cert Prep: 4 Developing ML Models;;2023-06-16;;0;;Learn about developing machine learning models in preparation for the Google Professional Machine Learning Engineer certification exam.;;Machine Learning
Machine-Learning;;Amazon Web Services Machine Learning Essential Training;;2018-04-05;;46520;;Learn about patterns, services, processes, and best practices for designing and implementing machine learning using Amazon Web Services.;;Machine Learning
Machine-Learning;;Amazon Web Services Machine Learning Essential Training;;2018-04-05;;46520;;Learn about patterns, services, processes, and best practices for designing and implementing machine learning using Amazon Web Services.;;Amazon Web Services (AWS)
Machine-Learning;;Machine Learning with Logistic Regression in Excel, R, and Power BI;;2021-11-05;;21872;;Learn how to perform logistic regression using R and Excel and use Power BI to integrate these methods into a scalable, sharable model.;;Logistic Regression
Machine-Learning;;Machine Learning with Logistic Regression in Excel, R, and Power BI;;2021-11-05;;21872;;Learn how to perform logistic regression using R and Excel and use Power BI to integrate these methods into a scalable, sharable model.;;Microsoft Power BI
Machine-Learning;;Machine Learning with Logistic Regression in Excel, R, and Power BI;;2021-11-05;;21872;;Learn how to perform logistic regression using R and Excel and use Power BI to integrate these methods into a scalable, sharable model.;;R (Programming Language)
Machine-Learning;;Machine Learning with Logistic Regression in Excel, R, and Power BI;;2021-11-05;;21872;;Learn how to perform logistic regression using R and Excel and use Power BI to integrate these methods into a scalable, sharable model.;;Machine Learning
Machine-Learning;;Machine Learning with Logistic Regression in Excel, R, and Power BI;;2021-11-05;;21872;;Learn how to perform logistic regression using R and Excel and use Power BI to integrate these methods into a scalable, sharable model.;;Microsoft Excel
Machine-Learning;;AI Show: Medical Imaging with Azure Machine Learning;;2023-03-15;;1537;;Learn about medical imaging with Azure Machine Learning, the technical challenges of real-world adoption of machine learning imaging, and key data safety and explainability topics.;;Microsoft Azure Machine Learning
Machine-Learning;;AI Show: Medical Imaging with Azure Machine Learning;;2023-03-15;;1537;;Learn about medical imaging with Azure Machine Learning, the technical challenges of real-world adoption of machine learning imaging, and key data safety and explainability topics.;;Microsoft Azure
Machine-Learning;;LinkedIn AI Academy AI-100: 2 Supervised Learning with Neural Networks;;2023-05-04;;7688;;Get a foundational understanding of neural networks from two LinkedIn AI engineers.;;Supervised Learning
Machine-Learning;;LinkedIn AI Academy AI-100: 2 Supervised Learning with Neural Networks;;2023-05-04;;7688;;Get a foundational understanding of neural networks from two LinkedIn AI engineers.;;Artificial Intelligence (AI)
Machine-Learning;;LinkedIn AI Academy AI-100: 2 Supervised Learning with Neural Networks;;2023-05-04;;7688;;Get a foundational understanding of neural networks from two LinkedIn AI engineers.;;Artificial Neural Networks
Machine-Learning;;Data Science Foundations: Data Assessment for Predictive Modeling;;2020-09-11;;13705;;Explore the data understanding phase of the CRISP-DM methodology for predictive modeling. Find out how to collect, describe, explore, and verify data.;;Predictive Modeling
Machine-Learning;;Data Science Foundations: Data Assessment for Predictive Modeling;;2020-09-11;;13705;;Explore the data understanding phase of the CRISP-DM methodology for predictive modeling. Find out how to collect, describe, explore, and verify data.;;CRISP-DM
Machine-Learning;;Data Science Foundations: Data Assessment for Predictive Modeling;;2020-09-11;;13705;;Explore the data understanding phase of the CRISP-DM methodology for predictive modeling. Find out how to collect, describe, explore, and verify data.;;Data Assessment
Machine-Learning;;Supervised Learning Essential Training;;2021-01-21;;13545;;This mid-level course takes you through how to create one of the most common types of machine learning: supervised learning models.;;Supervised Learning
Machine-Learning;;Supervised Learning Essential Training;;2021-01-21;;13545;;This mid-level course takes you through how to create one of the most common types of machine learning: supervised learning models.;;Machine Learning
Machine-Learning;;Learning Amazon Bedrock;;2024-03-19;;3708;;Get a thorough introduction to Amazon Bedrock, a Generative AI/LLM product addition to the AWS ecosystem.;;Amazon Bedrock
Machine-Learning;;Learning Amazon Bedrock;;2024-03-19;;3708;;Get a thorough introduction to Amazon Bedrock, a Generative AI/LLM product addition to the AWS ecosystem.;;MLOps
Machine-Learning;;AWS Machine Learning: Building an Expense Tracker Using Amazon Textract;;2021-02-10;;2385;;Certified AWS Solutions Architect Carols Rivas leads this project-based course on Textract, the Amazon OCR tool for parsing text out of images.;;Machine Learning
Machine-Learning;;AWS Machine Learning: Building an Expense Tracker Using Amazon Textract;;2021-02-10;;2385;;Certified AWS Solutions Architect Carols Rivas leads this project-based course on Textract, the Amazon OCR tool for parsing text out of images.;;Amazon Web Services (AWS)
Machine-Learning;;Azure AI Fundamentals (AI-900) Cert Prep: 4 Natural Language Processing (NLP) Workloads on Azure;;2023-03-16;;5404;;Upskill and build the knowledge you need to pass the Azure AI Fundamentals Exam (AI-900).;;Natural Language Processing (NLP)
Machine-Learning;;Azure AI Fundamentals (AI-900) Cert Prep: 4 Natural Language Processing (NLP) Workloads on Azure;;2023-03-16;;5404;;Upskill and build the knowledge you need to pass the Azure AI Fundamentals Exam (AI-900).;;Microsoft Azure Machine Learning
Machine-Learning;;Advanced AI: NLP Techniques for Clinical Datasets;;2022-11-03;;5917;;Learn how to apply natural language processing to clinical and biomedical data.;;Natural Language Processing (NLP)
Machine-Learning;;Advanced AI: NLP Techniques for Clinical Datasets;;2022-11-03;;5917;;Learn how to apply natural language processing to clinical and biomedical data.;;Applied Machine Learning
Machine-Learning;;Advanced AI: NLP Techniques for Clinical Datasets;;2022-11-03;;5917;;Learn how to apply natural language processing to clinical and biomedical data.;;Healthcare Analytics
Machine-Learning;;Machine Learning Foundations: Linear Algebra;;2022-08-30;;35254;;Explore the fundamentals of linear algebra, the mathematical foundation of machine learning algorithms.;;Linear Algebra
Machine-Learning;;Machine Learning Foundations: Linear Algebra;;2022-08-30;;35254;;Explore the fundamentals of linear algebra, the mathematical foundation of machine learning algorithms.;;Machine Learning
Machine-Learning;;SQL Server Machine Learning Services: R;;2020-05-01;;10321;;Learn how to execute R code directly on SQL Server with Machine Learning Services.;;R (Programming Language)
Machine-Learning;;SQL Server Machine Learning Services: R;;2020-05-01;;10321;;Learn how to execute R code directly on SQL Server with Machine Learning Services.;;Machine Learning
Machine-Learning;;SQL Server Machine Learning Services: R;;2020-05-01;;10321;;Learn how to execute R code directly on SQL Server with Machine Learning Services.;;Microsoft SQL Server
Machine-Learning;;Data Labeling for Machine Learning;;2023-10-24;;0;;Learn about data labeling, why it is required to perform machine learning, and how you can use data labeling effectively.;;Data Labeling
Machine-Learning;;Data Labeling for Machine Learning;;2023-10-24;;0;;Learn about data labeling, why it is required to perform machine learning, and how you can use data labeling effectively.;;Data Management
Machine-Learning;;Data Labeling for Machine Learning;;2023-10-24;;0;;Learn about data labeling, why it is required to perform machine learning, and how you can use data labeling effectively.;;Machine Learning
Machine-Learning;;AI Show: AzureML Registries - Enabling Better Collaboration and MLOps;;2023-05-03;;0;;On this episode of the AI show, go over ways you can use AzureML Registries to enable better collaboration and machine learning operations (MLOps).;;MLOps
Machine-Learning;;AI Show: AzureML Registries - Enabling Better Collaboration and MLOps;;2023-05-03;;0;;On this episode of the AI show, go over ways you can use AzureML Registries to enable better collaboration and machine learning operations (MLOps).;;Microsoft Azure Machine Learning
Machine-Learning;;AI Show: AzureML Registries - Enabling Better Collaboration and MLOps;;2023-05-03;;0;;On this episode of the AI show, go over ways you can use AzureML Registries to enable better collaboration and machine learning operations (MLOps).;;Microsoft Azure
Machine-Learning;;Machine Learning for iOS Developers;;2018-04-04;;24951;;Get started with machine learning and the Core ML framework, and learn how to build your own custom machine learning model and integrate it into an iOS app.;;Machine Learning
Machine-Learning;;Introduction to AI-Native Vector Databases;;2023-12-14;;4631;;Learn how data and AI professionals can optimize data systems using AI.;;Vector Databases
Machine-Learning;;Introduction to AI-Native Vector Databases;;2023-12-14;;4631;;Learn how data and AI professionals can optimize data systems using AI.;;Large Language Models (LLM)
Machine-Learning;;Introduction to AI-Native Vector Databases;;2023-12-14;;4631;;Learn how data and AI professionals can optimize data systems using AI.;;Artificial Intelligence (AI)
Machine-Learning;;Google Cloud Professional Machine Learning Engineer Cert Prep: 2 Architecting ML Solution;;2023-06-09;;1107;;Learn about architecting machine learning solutions in preparation for the Google Professional Machine Learning Engineer certification exam.;;Google Cloud Platform (GCP)
Machine-Learning;;Google Cloud Professional Machine Learning Engineer Cert Prep: 2 Architecting ML Solution;;2023-06-09;;1107;;Learn about architecting machine learning solutions in preparation for the Google Professional Machine Learning Engineer certification exam.;;Machine Learning
Machine-Learning;;Google Cloud Professional Machine Learning Engineer Cert Prep: 2 Architecting ML Solution;;2023-06-09;;1107;;Learn about architecting machine learning solutions in preparation for the Google Professional Machine Learning Engineer certification exam.;;Solution Architecture
Machine-Learning;;Building Applications Using Amazon Bedrock;;2024-03-19;;1727;;Find out how you can use Amazon Bedrock to build applications for the most typical Generative AI use cases.;;Amazon Bedrock
Machine-Learning;;Building Applications Using Amazon Bedrock;;2024-03-19;;1727;;Find out how you can use Amazon Bedrock to build applications for the most typical Generative AI use cases.;;MLOps
Machine-Learning;;Building Applications Using Amazon Bedrock;;2024-03-19;;1727;;Find out how you can use Amazon Bedrock to build applications for the most typical Generative AI use cases.;;Application Development
Machine-Learning;;Deep Learning: Getting Started;;2021-11-17;;54224;;Learn the basics of deep learning and get up and running with this technology.;;Deep Learning
Machine-Learning;;Deep Learning: Getting Started;;2021-11-17;;54224;;Learn the basics of deep learning and get up and running with this technology.;;Machine Learning
Machine-Learning;;Executive Guide to Predictive Modeling Strategy at Scale;;2018-12-11;;49013;;Scalability is one of the biggest challenges in data science. Learn how to evaluate data, choose the right algorithms, and perform predictive modeling at scale.;;Predictive Modeling
Machine-Learning;;Executive Guide to Predictive Modeling Strategy at Scale;;2018-12-11;;49013;;Scalability is one of the biggest challenges in data science. Learn how to evaluate data, choose the right algorithms, and perform predictive modeling at scale.;;Machine Learning
Machine-Learning;;Executive Guide to Predictive Modeling Strategy at Scale;;2018-12-11;;49013;;Scalability is one of the biggest challenges in data science. Learn how to evaluate data, choose the right algorithms, and perform predictive modeling at scale.;;Artificial Intelligence (AI)
Machine-Learning;;NLP with Python for Machine Learning Essential Training;;2018-03-23;;156799;;Explore natural language processing (NLP) concepts, review advanced data cleaning and vectorization techniques, and learn how to build machine learning classifiers.;;Natural Language Processing (NLP)
Machine-Learning;;NLP with Python for Machine Learning Essential Training;;2018-03-23;;156799;;Explore natural language processing (NLP) concepts, review advanced data cleaning and vectorization techniques, and learn how to build machine learning classifiers.;;Machine Learning
Machine-Learning;;NLP with Python for Machine Learning Essential Training;;2018-03-23;;156799;;Explore natural language processing (NLP) concepts, review advanced data cleaning and vectorization techniques, and learn how to build machine learning classifiers.;;Python (Programming Language)
Machine-Learning;;Redis + AI: Building a Vector Database with Redis;;2024-07-31;;1902;;This course shows developers how to exploit ready-made AI-related tools in Redis.;;Vector Databases
Machine-Learning;;Redis + AI: Building a Vector Database with Redis;;2024-07-31;;1902;;This course shows developers how to exploit ready-made AI-related tools in Redis.;;Artificial Intelligence (AI)
Machine-Learning;;Redis + AI: Building a Vector Database with Redis;;2024-07-31;;1902;;This course shows developers how to exploit ready-made AI-related tools in Redis.;;Redis
Machine-Learning;;Redis + AI: Building a Vector Database with Redis;;2024-07-31;;1902;;This course shows developers how to exploit ready-made AI-related tools in Redis.;;Database Design
Machine-Learning;;Machine Learning and AI Foundations: Value Estimations;;2017-03-22;;67542;;Discover how to solve value estimation problems with machine learning. Learn how to build a value estimation system that can estimate the value of a home.;;Machine Learning
Machine-Learning;;Machine Learning and AI Foundations: Value Estimations;;2017-03-22;;67542;;Discover how to solve value estimation problems with machine learning. Learn how to build a value estimation system that can estimate the value of a home.;;Artificial Intelligence (AI)
Machine-Learning;;Built-in Machine Learning in the Wolfram Language;;2024-01-05;;0;;Learn about the built-in machine learning functions available in the Wolfram Language.;;Wolfram Language
Machine-Learning;;Built-in Machine Learning in the Wolfram Language;;2024-01-05;;0;;Learn about the built-in machine learning functions available in the Wolfram Language.;;Machine Learning
Machine-Learning;;Essentials of MLOps with Azure: 3 Spark MLflow Projects on Databricks;;2022-09-09;;1141;;Explore exciting things you can do with MLflow projects, from the perspective of both Databricks and Azure.;;Databricks Products
Machine-Learning;;Essentials of MLOps with Azure: 3 Spark MLflow Projects on Databricks;;2022-09-09;;1141;;Explore exciting things you can do with MLflow projects, from the perspective of both Databricks and Azure.;;MLOps
Machine-Learning;;Essentials of MLOps with Azure: 3 Spark MLflow Projects on Databricks;;2022-09-09;;1141;;Explore exciting things you can do with MLflow projects, from the perspective of both Databricks and Azure.;;Microsoft Azure Machine Learning
Machine-Learning;;Machine Learning Foundations: Statistics;;2023-10-18;;10668;;Learn how statistics can help you troubleshoot issues, optimize performance, and innovate, creating new machine learning models that are more efficient.;;Statistical Analysis
Machine-Learning;;Machine Learning Foundations: Statistics;;2023-10-18;;10668;;Learn how statistics can help you troubleshoot issues, optimize performance, and innovate, creating new machine learning models that are more efficient.;;Machine Learning
Machine-Learning;;Machine Learning and AI Foundations: Decision Trees with SPSS;;2017-03-03;;99498;;Establish a strong foundation in ML by exploring the IBM SPSS Modeler and learning about CHAID and C&RT. This course is designed to help expand your data science skills.;;Decision Trees
Machine-Learning;;Machine Learning and AI Foundations: Decision Trees with SPSS;;2017-03-03;;99498;;Establish a strong foundation in ML by exploring the IBM SPSS Modeler and learning about CHAID and C&RT. This course is designed to help expand your data science skills.;;Machine Learning
Machine-Learning;;Google Cloud Platform for Machine Learning Essential Training;;2024-02-26;;1743;;Learn how to design machine learning solutions with Google Cloud Platform.;;Google Cloud Platform (GCP)
Machine-Learning;;Google Cloud Platform for Machine Learning Essential Training;;2024-02-26;;1743;;Learn how to design machine learning solutions with Google Cloud Platform.;;Machine Learning
Machine-Learning;;Top 10 Skills for NLP Specialists;;2023-04-27;;3455;;Explore 10 skills that you need to succeed as an NLP specialist.;;Natural Language Processing (NLP)
Machine-Learning;;Top 10 Skills for NLP Specialists;;2023-04-27;;3455;;Explore 10 skills that you need to succeed as an NLP specialist.;;Machine Learning
Machine-Learning;;Azure AI Fundamentals (AI-900) Cert Prep: 2 Principles of Machine Learning on Azure;;2022-07-21;;5955;;Explore the fundamental principles of machine learning on Azure to tackle the second domain of the Microsoft Azure AI Fundamentals (AI-900) certification exam.;;Machine Learning
Machine-Learning;;Azure AI Fundamentals (AI-900) Cert Prep: 2 Principles of Machine Learning on Azure;;2022-07-21;;5955;;Explore the fundamental principles of machine learning on Azure to tackle the second domain of the Microsoft Azure AI Fundamentals (AI-900) certification exam.;;Artificial Intelligence (AI)
Machine-Learning;;Azure AI Fundamentals (AI-900) Cert Prep: 2 Principles of Machine Learning on Azure;;2022-07-21;;5955;;Explore the fundamental principles of machine learning on Azure to tackle the second domain of the Microsoft Azure AI Fundamentals (AI-900) certification exam.;;Microsoft Azure
Machine-Learning;;NumPy Essential Training: 1 Foundations of NumPy;;2021-11-29;;19831;;Learn about NumPy, the most useful Python library for data science and numerical computing.;;Scientific Computing
Machine-Learning;;NumPy Essential Training: 1 Foundations of NumPy;;2021-11-29;;19831;;Learn about NumPy, the most useful Python library for data science and numerical computing.;;Machine Learning
Machine-Learning;;NumPy Essential Training: 1 Foundations of NumPy;;2021-11-29;;19831;;Learn about NumPy, the most useful Python library for data science and numerical computing.;;NumPy
Machine-Learning;;Mistakes to Avoid in Machine Learning;;2020-09-22;;6720;;Learn about the common mistakes you should avoid when building your machine learning models.;;Machine Learning
Machine-Learning;;Building Recommender Systems with Machine Learning and AI;;2019-04-12;;50421;;Learn how to build recommender systems and help people discover new products and content with deep learning, neural networks, and machine learning recommendations.;;Machine Learning
Machine-Learning;;Building Recommender Systems with Machine Learning and AI;;2019-04-12;;50421;;Learn how to build recommender systems and help people discover new products and content with deep learning, neural networks, and machine learning recommendations.;;Artificial Intelligence (AI)
Machine-Learning;;Building Recommender Systems with Machine Learning and AI;;2019-04-12;;50421;;Learn how to build recommender systems and help people discover new products and content with deep learning, neural networks, and machine learning recommendations.;;Recommender Systems
Machine-Learning;;Artificial Intelligence Foundations: Machine Learning;;2023-05-30;;106031;;Learn about the machine learning lifecycle and the steps required to build systems in this hands-on course.;;Machine Learning
Machine-Learning;;Artificial Intelligence Foundations: Machine Learning;;2023-05-30;;106031;;Learn about the machine learning lifecycle and the steps required to build systems in this hands-on course.;;Artificial Intelligence (AI)
Machine-Learning;;Microsoft Azure Data Scientist Associate (DP-100) Cert Prep: 3 Deploy and Operationalize Machine Learning Solutions;;2023-01-30;;0;;Prepare for the third domain of the Microsoft Azure Data Scientist Associate (DP-100) exam.;;Microsoft Azure Machine Learning
Machine-Learning;;Microsoft Azure Data Scientist Associate (DP-100) Cert Prep: 3 Deploy and Operationalize Machine Learning Solutions;;2023-01-30;;0;;Prepare for the third domain of the Microsoft Azure Data Scientist Associate (DP-100) exam.;;Software Deployment
