0;1;2;3;4;5
Data-Science;Learning SAP Analytics Cloud;2019-06-12;44656;Learn how to use the SAP Analytics Cloud to gain insights using your organization’s data.;['SAP Analytics Cloud']
Data-Science;Business Automation Tips with Microsoft Flow;2019-03-22;14793;Save time and energy by automating common business tasks using Microsoft Flow. Get tips for saving email attachments, setting up push notifications, creating tasks, and more.;['Microsoft Power Automate']
Data-Science;End-to-End Data Engineering Project;2023-11-03;9386;Learn how to create an end-to-end data engineering project using open tools from the modern data stack to turn scattered data into a model that drives insights and decision-making.;['Data Engineering']
Data-Science;Advanced Microsoft Fabric Implementation and Governance;2024-08-14;0;Familiar with Microsoft Fabric and want to know more? Learn about advanced features  to scale your projects to provide organization-wide solutions in Fabric.;['Data Governance', 'Microsoft Fabric', 'DevOps']
Data-Science;The Data Science of Media and Entertainment with Barton Poulson;2017-07-19;12180;Get a nontechnical overview of how data science can benefit the entertainment industries. Discover tools to set prices, find audiences, and create more engaging experiences.;['Data Science', 'Entertainment Industry']
Data-Science;Python for Data Science and Machine Learning Essential Training Part 1;2024-03-12;20014;Learn Python programming skills for data science and machine learning. Discover how to clean, transform, analyze, and visualize data, as you build a practical, real-world project.;['Data Science', 'Machine Learning', 'Python (Programming Language)']
Data-Science;AutoCAD Map 3D 2021 Essential Training;2020-03-25;14736;Learn how to use AutoCAD Map 3D—a free toolset in AutoCAD 2021—to enrich map data in your drawings, connect to GIS data sources, and publish map books.;['Map 3D', 'AutoCAD']
Data-Science;Becoming a Data Entrepreneur;2022-05-03;4227;Learn about how to advance your career and become a data entrepreneur in this audio-only course adapted from the Free the Data Podcast.;['Data Analysis', 'Entrepreneurship']
Data-Science;Machine Learning Foundations: Statistics;2023-10-18;10776;Learn how statistics can help you troubleshoot issues, optimize performance, and innovate, creating new machine learning models that are more efficient.;['Statistical Analysis', 'Machine Learning']
Data-Science;Women Transforming Tech: Voices from the Field;2019-09-24;22722;Listen to a roundtable discussion between leading women in tech. Topics include being an authentic leader, making an impact, building confidence, and more.;"['Tech Career Skills', ""Women's Leadership"", 'Career Management']"
Data-Science;Problem Identification and Solution Design for Data Scientists;2024-09-23;0;Master the art of communicating with nontechnical business leaders in this course on problem identification and solution design for aspiring data science professionals.;['CRISP-DM', 'Data Mining', 'Strategic Communications', 'Collaborative Problem Solving']
Data-Science;Rust for Data Engineering;2023-10-16;2973;This long-form course provides a deep dive into Rust for data engineers.;['Rust (Programming Language)', 'Data Engineering']
Data-Science;AI in Fintech Essential Training;2024-05-16;2798;Learn about the opportunities that exist at the intersection of finance and technology. Explore specific applications of artificial intelligence (AI) in finance.;['FinTech', 'Artificial Intelligence (AI)']
Data-Science;CCSP Cert Prep: 2 Data Security;2022-03-22;14728;Get the detailed info you need to prepare for the Cloud Data Security domain of the CCSP exam. The course is mapped to the objectives used in the August 2022 exam release.;['Data Security', 'Cloud Security']
Data-Science;Building a HIPAA Compliance Program;2023-08-11;12147;Get an introduction to the Health Insurance Portability and Accountability Act—or HIPAA, for short—and learn how to build a HIPAA-compliant, fully secure policy or program.;['Data Privacy', 'U.S. Health Insurance Portability and Accountability Act (HIPAA)']
Data-Science;The Data Science of Experimental Design;2020-05-04;25273;Learn how to design an A/B test for a web page, run the test, analyze the data, and make decisions based on the results of the test.;['Experimental Design']
Data-Science;Inclusive Tech: Breaking into the Tech Industry;2022-08-12;5419;Learn how to start navigating the social, emotional, and structural barriers of the tech industry.;['Tech Career Skills', 'Diversity & Inclusion', 'High-Tech Industry']
Data-Science;Introduction to Analytics Engineering;2023-06-13;18095;Learn what analytics engineering is and find out what skills and tools you would need for a role in this field.;['Data Engineering', 'Data Analytics']
Data-Science;Data Science Team Lifecycle Management;2023-04-18;3106;Discover strategies and best practices for recruiting, developing, and retaining data science and engineering teams.;['Data Science', 'Team Management']
Data-Science;Predictive Analytics Essential Training for Executives;2020-02-25;40828;Learn how to hire and manage data science professionals and transform your business with effectively deployed advanced analytics.;['Predictive Analytics']
Data-Science;Microsoft Azure Data Engineer Associate (DP-203) Cert Prep: 4 Monitor and Optimize Data Storage and Data Processing by Microsoft Press;2023-08-14;1439;Explore the concepts and skills required to monitor and optimize data storage and data processing to pass the Microsoft Azure Data Engineer Associate (DP-203) certification exam.;['Data Storage', 'Data Engineering', 'Microsoft Azure']
Data-Science;Descriptive Healthcare Analytics in R;2016-12-12;28823;Learn how to conduct a full analysis of healthcare datasets using R by analyzing the Behavioral Risk Factor Surveillance System (BRFSS), a public health surveillance survey.;['R (Programming Language)', 'Healthcare Analytics']
Data-Science;SQL for Finance: Income Statement Project;2024-01-09;23717;Gain a deep understanding of the fundamental concepts of financial accounting and how SQL can help you.;['SQL', 'Financial Data']
Data-Science;R Tidyverse Applications;2024-08-13;0;Get practical experience using R tidyverse principles and its various packages and learn how to load, clean, analyze, and visualize data better.;['tidyverse', 'R (Programming Language)']
Data-Science;Tableau: Mastering Calculations;2024-01-18;2989;Mastered the basics of Tableau? Take a deep dive into its calculation functions to unlock the full capabilities of this data visualization tool.;['Tableau']
Data-Science;Azure Data Engineer Associate (DP-203) Cert Prep: 1 Design and Implement Data Storage;2022-01-06;19409;Learn about designing and implementing data storage on Azure and begin your preparations to pass that domain of the Microsoft Azure Data Engineering (DP-203) exam.;['Data Engineering', 'Microsoft Azure']
Data-Science;Advanced Power BI: DAX Language, Formulas, and Calculations;2022-10-27;102108;Learn advanced uses of Microsoft Power BI. Learn how to perform calculations, effectively leverage the DAX language in data modeling, make advanced queries, and more.;['Microsoft Power BI']
Data-Science;Microsoft Project for the Web: Reporting with Power BI;2022-06-07;145360;Learn how to create more compelling project reports using Project for the Web and Power BI together.;['Microsoft Power BI', 'Microsoft Project']
Data-Science;Data-Driven Decision-Making for the Real World;2022-04-11;35380;Discover the power of data to drive better decision-making, inform long-term strategic planning, and deliver more successful business outcomes.;['Data-driven Decision Making']
Data-Science;Practice Exam 4 for Microsoft Power Platform Fundamentals (PL-900);2024-05-09;0;Prepare for certification exams with LinkedIn practice exams. Access multiple practice modes with unlimited attempts, detailed results, and explanations for each answer.;['Microsoft Power Platform']
Data-Science;Learning Power Automate Desktop for Developers;2023-02-03;6437;Learn how to use Power Automate Desktop, a popular (and free!) RPA tool for developers.;['Microsoft Power Automate']
Data-Science;SQL Tips and Tricks for Data Science;2016-11-29;204749;Get Ben Sullins's 12 must-have SQL techniques for data science pros—engineers, DevOps, data miners, programmers, and other systems specialists.;['SQL']
Data-Science;Basics of Data Visualization Analysis;2024-01-30;15111;Learn the fundamentals of data visualization, including how to use common charts and graphs across a variety of different types of datasets.;['Data Visualization', 'Data Analysis']
Data-Science;Blockchain Basics;2021-12-01;107197;Blockchain technology has become a platform for innovation across industries. In this course, learn what the blockchain is and what it might mean to you.;['Blockchain']
Data-Science;Certified Analytics Professional (CAP) Cert Prep;2023-02-01;31546;Learn what it takes to become a Certified Analytics Professional (CAP). Explore the core data science topics covered in the CAP exam.;['Data Analytics']
Data-Science;Introduction to NFTs: Non-fungible Tokens;2021-05-18;62381;Learn how NFTs allow digital creators to protect and monetize their work using the power of blockchain.;['Non-Fungible Tokens (NFTs)']
Data-Science;Excel: Data Storytelling for Beginners;2024-01-04;8901;Combine Excel's data visualization features with a few basic storytelling techniques to communicate your data in a simple and powerful way.;['Data Storytelling', 'Microsoft Excel']
Data-Science;Google Analytics 4 (GA4) Essential Training;2022-06-17;128816;Learn how to use Google Analytics 4 to track, analyze, and report on the online health of your business.;['Google Analytics']
Data-Science;Top 10 Skills for Healthcare Data Analysts;2023-05-23;26079;Learn important skills to become a successful healthcare data analyst.;['Data Analysis', 'Healthcare Analytics']
Data-Science;Complete Guide to Python for Data Engineering: From Beginner to Advanced;2024-08-01;1878;Practice fundamental skills using Python for data engineering in this hands-on, interactive course with coding challenges in CoderPad.;['Data Engineering', 'Python (Programming Language)']
Data-Science;Machine Learning with Logistic Regression in Excel, R, and Power BI;2021-11-05;21892;Learn how to perform logistic regression using R and Excel and use Power BI to integrate these methods into a scalable, sharable model.;['Logistic Regression', 'Microsoft Power BI', 'R (Programming Language)', 'Machine Learning', 'Microsoft Excel']
Data-Science;Microsoft Cybersecurity Architect (SC-100) Cert Prep: 4 Design a Strategy for Data and Applications by Microsoft Press;2023-05-17;2584;Prepare for the fourth domain of the Microsoft Cybersecurity Architect SC-100 certification exam. Demonstrate your ability to design a strategy for data and applications.;['Data Strategies', 'Security Architecture Design']
Data-Science;Learning Minitab;2021-05-27;52807;Discover Minitab for statistical analysis and data-driven decision-making. Learn about the charts, graphs, descriptive and inferential statistics features, and reports in Minitab.;['Minitab']
Data-Science;Getting Started with Power BI (2023);2023-01-30;192545;Learn how to retrieve and manipulate data in Power BI Service, the online version of Microsoft's data visualization tool.;['Microsoft Power BI']
Data-Science;Data Storytelling for Marketers: Crafting Compelling Insights that Drive Decisions;2024-10-15;0;Learn how to communicate effectively through visually engaging storytelling, ensuring greater impact and resonance with diverse audiences.;['Data Storytelling', 'Data-driven Decision Making']
Data-Science;Advanced Data Visualizations: 10 Uncommon Plot Types and How to Use Them;2023-01-23;6530;Learn about 10 types of graphs that you might not encounter in regular practice, why these advanced graphs are needed, and what their advantages and disadvantages are.;['Data Visualization']
Data-Science;Migrating from Universal Analytics to Google Analytics 4 (GA4);2021-11-08;12436;Make the switch from Google Analytics Universal to Google Analytics 4 (GA4) with this supportive how-to for marketers.;['Google Analytics']
Data-Science;Excel: Managing and Analyzing Data;2022-09-26;164321;Learn how to manage and analyze large amounts of data using easy-to-use commands, features, and functions within Microsoft Excel.;['Data Management', 'Data Analysis', 'Microsoft Excel']
Data-Science;Writing a Tech Resume;2020-04-15;423287;Learn the most effective way to create a resume in order to land a technical job.;['Tech Career Skills', 'Resume Writing']
Data-Science;Certified Information Privacy Manager (CIPM) Cert Prep: 1 Privacy Program Development;2023-03-27;9766;Get ready to tackle the first domain of the Certified Information Privacy Manager (CIPM) certification exam.;['Data Privacy', 'Program Development']
Data-Science;11 Useful Tips for Regression Analysis;2021-01-04;17049;Move past the basics of regression analysis and learn how to build models for prediction and forecasting, and for inferring causal relationships between variables.;['Regression Analysis']
Data-Science;Certified Information Privacy Manager (CIPM) Cert Prep: 4 Privacy Operational Life Cycle: Protect;2023-03-28;4519;Get ready to tackle the fourth domain of the Certified Information Privacy Manager (CIPM) certification exam.;['Data Privacy', 'Information Protection']
Data-Science;Programming Foundations: Data Structures;2023-09-19;16204;Learn about programming with data structures such as arrays, lists, stacks, queues, and hash tables in Python.;['Programming', 'Data Structures', 'Python (Programming Language)']
Data-Science;AWS Certified Machine Learning - Specialty (MLS-C01) Cert Prep: 3 Modeling;2023-03-01;2685;Learn about modeling, the process of choosing and training the right machine-learning model, to prepare for the AWS Certified Machine Learning – Specialty (MLS-C01) certification.;['Machine Learning', 'Data Modeling', 'Amazon Web Services (AWS)']
Data-Science;Building Data Apps with R and Shiny: Essential Training;2019-07-23;14341;Learn how to develop data-driven web apps using the R language and Shiny.;['R Shiny', 'R (Programming Language)']
Data-Science;Audit and Due Diligence Foundations;2018-10-31;166316;Approach audits and due diligence (DD) projects the right way. Explore different types of audits, audit and DD processes, and best practices for auditing ethically and effectively.;['Due Diligence', 'Auditing']
Data-Science;Power BI Data Methods;2024-03-12;7260;Get a comprehensive overview of the data end of Power BI—also known as Power Query—and learn how to use it to automate the data querying process and restructuring of data sets.;['Microsoft Power BI', 'Data Analysis']
Data-Science;Google Analytics: Spam Proofing;2017-06-08;4160;Discover how to identify and remove spam from Google Analytics. Learn how to write filters to eliminate spam and how to use segments to view your historical data without any spam.;['Google Analytics']
Data-Science;Implementing the NIST Privacy Framework;2022-04-22;14783;Explore the fundamentals of implementing the NIST Privacy Framework and managing security risks faced by your organization.;['NIST', 'Data Privacy']
Data-Science;Data Science on Google Cloud Platform: Designing Data Warehouses;2018-09-07;35546;Learn how to design and build data warehouses using Google Cloud Platform solutions such as BigQuery.;['Data Warehousing', 'Google Cloud Platform (GCP)']
Data-Science;Planning Basics in SAP;2021-05-05;40984;Learn about the planning functions and concepts that are available in SAP.;['SAP Products']
Data-Science;Level Up: Python Data Modeling and Model Evaluation Metrics;2023-02-13;4215;See how your Python skills stack up with these 20 practical Python challenges.;['Data Modeling', 'Python (Programming Language)']
Data-Science;Navigating Your Data/Analytics Career as a Millennial or Post-millennial;2023-03-10;2464;Learn about prospects for career advancement in data analytics as a millennial or post-millennial.;['Tech Career Skills', 'Data Science', 'Career Management']
Data-Science;Processing Data Sources in PHP;2022-07-28;1655;Learn how to use PHP to work with virtually any data source.;['Data Processing', 'PHP']
Data-Science;SQL Queries Made Easy;2021-01-25;57144;Get up and running with database tables using SQL. This course helps beginners not only learn key concepts, but also practice working on real-world business scenarios.;['SQL', 'Database Queries']
Data-Science;Apache Spark Deep Learning Essential Training;2019-07-01;11656;Learn how to do deep learning with images on Apache Spark, using the Databricks deep learning library and Python.;['Deep Learning', 'Apache Spark']
Data-Science;Learning ArcGIS Python Scripting;2024-03-29;5698;Learn how to automate tasks in ArcGIS using Python scripting. Find out how to manipulate maps, execute commands, and read and write files with custom Python scripts.;['ArcGIS Pro', 'Scripting', 'Python (Programming Language)']
Data-Science;Power BI Data Analyst Associate (PL-300) Cert Prep: Create Model Calculations Using DAX;2023-10-31;6435;Prepare for the Power BI Data Analyst Associate (PL-300) exam in this course, with topics pertaining to creating model calculations using DAX.;['Microsoft Power BI', 'DAX']
Data-Science;Digital Marketing Analytics Nano Tips with Sam Dey;2023-03-08;3039;Get quick, bite-sized tips on using data analysis to boost digital marketing. Each video is less than two minutes long, so you can make learning fit into even your busiest days.;['Digital Marketing Analytics']
Data-Science;Cleaning, Transforming and Prepping Your Data With Tableau Prep;2019-01-02;37128;Learn to clean, transform, pivot, and prep data for visualization in Tableau Desktop with Tableau Prep.;['Tableau']
Data-Science;Data Visualization: A Lesson and Listen Series;2018-06-01;129332;Learn about key themes in data visualization, data storytelling, and information design, and listen to interviews with leading designers and data visualization experts.;['Data Visualization', 'Data Analytics']
Data-Science;Data Visualizations with Plotly;2021-02-01;8979;Learn how to create interactive data visualizations that can be shared online or offline using Plotly.;['Data Visualization', 'Plotly']
Data-Science;Data Science Methodologies: Making Business Sense;2021-04-02;11316;Learn how to take a data science project through the entire cycle of model development and deployment.;['Data Science', 'Data Modeling']
Data-Science;Data Visualization with Matplotlib and Seaborn;2024-09-26;0;Learn how to build custom visuals and reports using Python's most popular data visualization libraries: Matplotlib and Seaborn.;['Data Visualization', 'Seaborn', 'Matplotlib']
Data-Science;Introduction to SuccessFactors Foundation Module;2019-06-18;25620;Explore the capabilities of SAP SuccessFactors Foundation, a key module in SAP. Learn how various subcomponents work in a variety of business roles and devices.;['SAP Successfactors']
Data-Science;Microsoft Azure Data Engineer Associate (DP-203) Cert Prep by Microsoft Press;2024-09-17;2115;Review the core concepts and technical skills required to tackle the Microsoft Azure Data Engineer Associate (DP-203) certification exam.;['Data Storage', 'Data Engineering', 'Microsoft Azure']
Data-Science;Customer Insights and Consumer Analytics for Organizations: Concepts;2019-09-06;43251;Turn your customers into lifelong fans. Learn how to operationalize customer insights and consumer analytics to better understand and address your target audience's needs.;['Customer Insight']
Data-Science;Get a Remote Data Science Job;2024-01-11;0;Learn how to break away from the office and find your dream job as a remote data scientist.;['Job Search Strategies', 'Data Science', 'Career Path Planning']
Data-Science;Applied Cybersecurity Ethics: Privacy, AI, and Emerging Threats;2024-07-25;1537;Learn about the moral, ethical, and legal challenges faced by cybersecurity professionals.;['Data Privacy', 'Cybersecurity', 'Applied Ethics']
Data-Science;Azure Data Engineer Associate (DP-203) Cert Prep: 4 Monitor and Optimize Data Storage and Data Processing;2022-12-15;1600;Learn about monitoring and optimizing data security and data processing on Azure and prepare to pass that domain of the Microsoft Azure Data Engineering (DP-203) exam.;['Data Storage', 'Data Processing', 'Data Monitoring', 'Microsoft Azure']
Data-Science;Review and Manage the SAP MRP List;2019-10-21;15012;Learn how to review and manage SAP material requirements planning (MRP) lists: a key information source for anyone involved in inventory control and manufacturing.;['SAP Products', 'Material Requirements Planning (MRP)']
Data-Science;Complete Guide to R: Wrangling, Visualizing, and Modeling Data;2024-03-15;8001;Taking your R coding skills to the next level by wrangling, visualizing, and modeling data.;['Data Visualization', 'R (Programming Language)', 'Data Modeling', 'Data Wrangling']
Data-Science;Learning Splunk;2023-04-18;29930;Splunk lets you make sense of the chaos of your data. Check out this course to get up and running quickly.;['Data Monitoring', 'Splunk']
Data-Science;Advanced Google Dataflow;2022-08-23;1253;Learn about the roles of Apache Beam and Dataflow in the context of data processing.;['Google Cloud Dataflow', 'Data Processing']
Data-Science;Excel: Creating a Dashboard with Power Query (Microsoft 365);2020-09-24;55514;Learn how to create data-rich Excel dashboards using Power Query.;['Microsoft Power Query', 'Excel Dashboards']
Data-Science;Data Visualization for Data Analysis and Analytics;2024-06-14;11283;Start thinking more clearly and strategically about data visualization. Learn how to leverage best practices in visualization and design to communicate data to any audience.;['Data Visualization']
Data-Science;Synthetic Data as the Future of AI Privacy, Explainability, and Fairness: An Introduction for Data Scientists and Data Executives;2023-08-31;18808;Get up to speed on the fundamentals of AI-generated synthetic data: what it is, why it is needed, how it is created, and how you can start using it.;['Data Privacy', 'Generative AI']
Data-Science;Transitioning to a Career in Sports Analytics;2024-01-23;2680;Get a comprehensive overview of possible career paths in sports analytics, an increasingly popular but underexplored field.;['Career Transitioning', 'Sports Analytics']
Data-Science;Power BI Essential Training;2022-12-16;484958;Get started with Power BI. Learn how to use this powerful set of business analytics tools to create and share visualizations with others in your organization.;['Microsoft Power BI']
Data-Science;Predictive Customer Analytics;2022-04-12;12926;Learn about the customer life cycle and how predictive analytics can improve the customer journey. Explore using predictive analytics to identify, attract, and retain customers.;['Predictive Analytics', 'Customer Analysis']
Data-Science;Inclusive Tech: Closing the Pay Gap;2022-03-23;2608;Discover key strategies and best practices for closing the gender pay gap in the workplace.;['Tech Career Skills', 'Pay Equity', 'Diversity & Inclusion']
Data-Science;Consumer Behavior Trends: Meet the Postmodern Consumer;2021-04-01;23188;Consumer behavior is rapidly evolving in an all-online world. Learn to shift your perspective and let go of dated notions.;['Customer Analysis', 'Consumer Behavior']
Data-Science;Data Science on Google Cloud Platform: Building Data Pipelines;2018-08-22;13641;Learn how to design and build big data pipelines on Google Cloud Platform.;['Google Cloud Platform (GCP)', 'Data Science']
Data-Science;Using Power BI with Excel;2022-02-23;156428;Learn how to clean, transform, model, and <em>visualize</em> data with Microsoft Excel and Power BI.;['Microsoft Power BI', 'Microsoft Excel']
Data-Science;Statistics Foundations 1: The Basics;2021-03-05;275134;"Learn to understand your data using basics of statistics, such as defining the middle, mean, and median of your data set; measuring the standard deviation; and finding outliers.";['Statistics']
Data-Science;AWS Certified Machine Learning - Specialty (MLS-C01) Cert Prep: 2 Exploratory Data Analysis;2023-02-27;2763;Learn about exploratory data analysis to prepare for the AWS Certified Machine Learning – Specialty (MLS-C01) certification.;['Machine Learning', 'Exploratory Data Analysis', 'Amazon Web Services (AWS)']
Data-Science;Learning Data Analytics Part 2: Extending and Applying Core Knowledge;2021-06-29;157390;Learn how to provide quality data sets and accurate visualizations and explore practical skills to get the most from your data.;['Data Analytics']
Data-Science;SAP Accounts Receivable Boot Camp;2019-06-07;54201;Boost your productivity as a new SAP Finance user by learning the fundamental business transactions and tasks in the AR functionality of the SAP suite of enterprise software.;['SAP Products']
Data-Science;Building an Ethereum Blockchain App: 7 Smart Contracts;2021-08-11;9674;Learn about smart contracts, blockchain supply chains, types of data, how to handle errors, and more.;['Smart Contracts', 'Ethereum', 'Blockchain']
Data-Science;Technology and Data Careers in Government;2017-12-06;18892;Today, some of the most exciting and in-demand IT jobs are working for cities. Find out how to prepare for an IT career in city government.;['Tech Career Skills', 'Career Management']
Data-Science;Data Analytics for Pricing Analysts in Excel;2023-10-11;5952;Learn how to use pricing analysis to maximize firm profits with scenario analysis, price optimization, and data analytics in Excel.;['Pricing Analysis', 'Data Analytics', 'Microsoft Excel']
Data-Science;Tableau 10: Mastering Calculations;2017-04-18;68192;Discover how to create useful and powerful formulas in Tableau 10, the popular analytics and visualization tool.;['Tableau']
Data-Science;Introduction to Stata 15;2019-02-14;28729;Learn and apply basic statistical techniques using the popular statistics software Stata.;['Stata']
Data-Science;Tech Career Skills: Interviewing Developers;2019-12-05;24453;Looking to add a new developer to your team? Learn how to prepare for and conduct interviews to accurately assess a candidate's technical aptitude and overall fit.;['Tech Career Skills', 'Interviewing']
Data-Science;Tech Career Skills: Communication for Developers;2021-05-12;11367;Learn new ways to communicate the work you do as a developer. Discover best practices for connecting with clients, vendors, team members, nontechnical audiences, and more.;['Tech Career Skills', 'Career Management']
Data-Science;Microsoft Azure AI Fundamentals (AI-900) Exam Tips;2020-10-06;24251;Explore AI-900 certification exam topics and the capabilities Microsoft AI. Learn about cognitive services, machine learning, image analysis, natural language processing, and more.;['Artificial Intelligence (AI)', 'Big Data', 'Microsoft Azure']
Data-Science;CIPP/US Cert Prep: 1 U.S. Privacy Environment;2020-05-22;29251;Prepare for the Introduction to the U.S. Privacy Environment domain of the IAPP Certified Information Privacy Professional/US (CIPP/US) exam.;['Data Privacy']
Data-Science;Advanced SQL for Query Tuning and Performance Optimization;2023-10-11;8220;Learn how to analyze query execution plans and use data modeling strategies to boost query performance.;['SQL']
Data-Science;Inclusive Tech: Breaking Bias in Tech;2021-05-28;13916;Learn how to remove biases from products and build inclusive technology;['Tech Career Skills', 'Diversity & Inclusion']
Data-Science;InfluxDB for Time Series Data: Ingest, Analyze, and Visualize Data;2022-05-12;3440;Learn the fundamentals of InfluxDB, the most-used time series database of programmers and data analysts.;['InfluxDB', 'Data Analysis']
Data-Science;Power BI Data Analyst Associate (PL-300) Cert Prep: Creating Reports in Power BI;2023-04-26;17564;Learn how to create reports and dashboards in Power BI.;['Data Reporting', 'Microsoft Power BI']
Data-Science;Microsoft Power Platform Fundamentals (PL-900) Cert Prep: 1 The Business Value of Power Platform by Microsoft Press;2023-06-26;3706;Explore the business value of Power Platform to prepare for the Microsoft Power Platform Fundamentals (PL-900) certification exam.;['Microsoft Power Platform']
Data-Science;CompTIA Data+ (DA0-001) Cert Prep: 3 Data Analysis;2021-12-22;9098;Explore strategies in data analysis and prepare for the CompTIA Data+ certification exam.;['Data Analysis']
Data-Science;Tech Ethics: Avoiding Unintended Consequences;2020-05-22;27836;Embed ethics into your product development workflow. Explore examples of tech gone wrong—and how to avoid ethical issues in your own projects—in this lighthearted course.;['Tech Career Skills', 'Business Ethics']
Data-Science;Splunk for Security Analytics and Monitoring;2022-12-02;18344;Learn how to plan the deployment and management of a Splunk ecosystem.;['Security Monitoring', 'Splunk']
Data-Science;Level Up: Advanced SQL;2023-03-16;56052;Take your SQL skills to the next level in this interactive, advanced coding course.;['SQL', 'Database Queries']
Data-Science;Excel VBA: Process Modeling;2019-09-17;36578;Learn how to use Excel and VBA for business process modeling. Find out how to create and run simulations for customer flow, queuing, and manufacturing.;['Excel Modeling']
Data-Science;Excel: Introduction to Charts and Graphs;2024-04-04;16882;Get up to speed quickly with Excel charts and graphs to create engaging data visualizations.;['Data Visualization', 'Microsoft Excel']
Data-Science;Big Data Analytics with Hadoop and Apache Spark;2024-10-02;0;Learn how to leverage Hadoop and Apache Spark to build scalable and optimized data analytics pipelines.;['Hadoop', 'Data Engineering', 'Apache Spark', 'Big Data Analytics']
Data-Science;Algorithmic Trading and Finance Models with Python, R, and Stata Essential Training;2019-07-19;96439;Learn how to make informed trading decisions by using software tools—like Excel, Python, R, and Stata—to build models or algorithms that use quantitative, testable investment rules.;['Stata', 'Algorithmic Trading', 'R (Programming Language)', 'Python (Programming Language)', 'Financial Modeling']
Data-Science;Excel: Financial Functions in Depth;2022-12-16;152997;Learn to use Excel functions for financial analysis. Find out how to calculate loan payments, depreciation, rate of return, and more, in Microsoft Excel.;['Financial Analysis', 'Microsoft Excel']
Data-Science;Learning Apache Airflow;2023-07-12;9154;Get an introduction to Apache Airflow—its uses, structure, how to get it up and running, and how to create and execute workflows.;['Apache Airflow', 'IT Automation']
Data-Science;ChatGPT and SQL;2024-06-05;4949;This beginner-friendly course helps you leverage SQL and ChatGPT together to work more efficiently and make smarter, data-driven decisions.;['ChatGPT', 'SQL']
Data-Science;Nail Your Java Interview;2021-01-26;29598;Review critical Java concepts—and commonly-asked interview questions—to ensure that you approach your Java interviews with confidence.;['Interview Preparation', 'Tech Career Skills', 'Java']
Data-Science;Sales: Analytics-Driven Storytelling;2022-04-20;13797;Discover the power of storytelling with data analytics to engage your audience and drive sales for your business.;['Business Analytics', 'Data Storytelling', 'Sales Presentations']
Data-Science;SQL: Data Reporting and Analysis;2022-07-19;145803;Get the data you need for analysis and reporting by writing your own SQL code. Learn how to write basic SQL queries, sort and filter data, and join results from different tables.;['SQL', 'Data Analysis']
Data-Science;Women Transforming Tech: Networking;2019-09-24;16966;Building a career in technology can be challenging—especially for women. Learn networking skills to build relationships for a solid and long-lasting career in tech.;"['Tech Career Skills', ""Women's Leadership"", 'Professional Networking']"
Data-Science;Microsoft Azure Data Engineer Associate (DP-203) Cert Prep: 3 Design and Implement Data Security by Microsoft Press;2023-08-14;1556;Explore the fundamental concepts and skills required to design and implement data security to pass the Microsoft Azure Data Engineer Associate (DP-203) certification exam.;['Data Security', 'Cloud Security', 'Microsoft Azure']
Data-Science;Build an Ethereum Smart Contract with Go and Solidity;2024-03-18;1557;Learn how to build and deploy smart contracts on Ethereum.;['Smart Contracts', 'Solidity', 'Go (Programming Language)']
Data-Science;SQL vs. NoSQL: Which Database Type Is Right for You?;2022-10-26;3679;Explore the differences between relational and NoSQL databases so you can choose the best fit for your organization.;['SQL', 'NoSQL']
Data-Science;Security in Fintech Essential Training;2022-01-03;7879;Discover the basics of information security in fintech. Learn how to better protect your networks, applications, and customers.;['FinTech', 'Cybersecurity']
Data-Science;Google Cloud Professional Data Engineer Cert Prep: 4 Ensuring Solution Quality;2023-07-21;0;Prepare for the Google Cloud Professional Data Engineer certification exam’s fourth section, which focuses on ensuring solution quality.;['Google Cloud Platform (GCP)', 'Data Engineering']
Data-Science;Learning Bitcoin and Other Cryptocurrencies;2022-05-05;13982;Learn about the value, use, and meaning of bitcoin and other cryptocurrencies.;['Cryptocurrency', 'Bitcoin']
Data-Science;Data Science on Google Cloud Platform: Exploratory Data Analytics;2018-11-14;18419;Learn how to conduct exploratory data analytics on Google Cloud Platform.;['Google Cloud Platform (GCP)', 'Data Analytics']
Data-Science;Inclusive Tech: Conducting Humane Code Reviews;2020-12-21;10278;Code reviews are key parts of the software development process, so why do so many developers dread them? In this course, learn how to take code reviews from painful to productive.;['Tech Career Skills', 'Code Review']
Data-Science;Power BI Dataflows Essential Training;2020-03-12;45277;Boost efficiency and eliminate duplicate work by learning how to use Power BI dataflows. Discover how to scale the ETL process across many users of Power BI data and dashboards.;['Microsoft Power BI']
Data-Science;SAS Programming for R Users, Part 2;2018-03-16;13435;Discover how to apply your understanding of R—the language of big data—in the SAS environment. To get the most from this course, make sure to watch part 1 of this series.;['SAS (Software)']
Data-Science;Design Thinking: Data Intelligence;2018-04-10;113310;Discover data's role in user-centered design thinking. Find out how to collect, analyze, and visualize information to solve customer challenges and build better design experiences.;['Design Thinking', 'Data Intelligence']
Data-Science;Data Wrangling in Excel with Power Query;2023-07-05;4949;Access and reshape your data seamlessly with Power Query in Excel.;['Microsoft Power Query', 'Data Wrangling', 'Microsoft Excel']
Data-Science;Automating Data Quality in Dev Environments;2024-08-07;1298;Learn how to create quality standards for your organization’s data, then automate those standards in production environments.;['Data Governance', 'Data Management', 'Data Quality']
Data-Science;Everybody's Introduction to Tableau;2024-06-06;3129;Learn how to get started with Tableau, the popular analytics and data visualization platform that optimizes business intelligence and decision making.;['Data Visualization', 'Data Analysis', 'Tableau']
