Timestamp,Please select your country:,What region do you work in?,What city do you work in?,Are you a chartered engineer?,What province do you work in?,What city do you work in?,Select your highest level of professional attainment?,What state do you live in?,What is your highest level of professional attainment?,What state do you work in?,What city do you work in?,Select your highest level of professional attainment?,What is the maximum contribution offered by your employer as a percentage of your salary for an ESOP?,What is the maximum contribution offered by your employer as a percentage of your salary for a 401k?,Select your highest level of education attainment,Company Name (Optional),Company Head Count,What is your job title?,Which best describes your participation in the Civil Engineering industry?,Which sub discipline do you work in?,Do you work in the Public or Private sector?,How many years of post-graduate experience do you have in Civil Engineering?,What is your current annual salary?,What is your current billing rate?,What is your utilization percentage?,If you received a sign-on bonus how much was it?,How much did you earn in discretionary bonuses?,If you are a compensated with commission how much was your commission?,Is health insurance available?,How many days of paid time off do you receive per  year? (Sick time + Vacation Time),How many days per week do/can you work from home?,How many hours per week do you work on average?,How are you compensated for overtime?,Are you actively looking to change jobs?,Does your employer offer any student loan reimbursement?,Do you have a company vehicle?,"What is your overall job satisfaction considering your pay, work-life balance, benefits, community standing, and all other factors?","What salary would it take for you to change employers for a similar role, assuming the benefits are the same?",If there is any additional relevant information about your job you feel someone who looks at your responses needs to know please provide it below.,Please select your gender,"How many hours of paternity leave does your company offer, if any?","How many hours of maternity leave does your company offer, if any?"
10/18/2023 14:39:44,United States of America,,,,,,,,,Texas,San Antonio,EIT,0,3,Bachelors Degree,,50,Construction Inspector ,Full Time,Construction/Field,Private,1,95000,N/A,N/A,,0,0,Yes and fully covered,15,0,45,Time and a half (1.5x),Yes,No,Yes,5,N/A,,Prefer not to say,0,
10/18/2023 19:46:23,United States of America,,,,,,,,,Pennsylvania,Allentown ,EIT,0,2,Bachelors Degree,,30,Engineering project manager,Full Time,Structural,Private,2,79,N/A,N/A,,500,0,Yes but I still pay a premium,12,5,40,Not compensated (Exempt),No,No,No,8,110,,Male,N/a,
10/18/2023 20:05:02,Canada,,,,Ontario,Toronto,EIT,,,,,,,,Bachelors Degree,,50,Project Associate / EIT,Full Time,Building Science,Private,0,67000,100 per hour,100%,0,0,0,Yes and fully covered,13,5,45,Not compensated (Exempt),Yes,No,No,6,75000,,Male,0,
10/19/2023 0:39:22,United States of America,,,,,,,,,South Carolina,Greenville,EIT,3,3,Masters Degree,,4800,Staff Engineer,Full Time,Remediation/civil/water,Private,5.5,85000,N/A,N/A,0,0,0,Yes but I still pay a premium,20,4,40,Straight time (1.0x),No,No,No,8,90000,,Male,10,
10/19/2023 12:44:06,Canada,,,,Saskatchewan,Rural,None,,,,,,,,Bachelors Degree,,10,Municipal Engineer,Full Time,Government/Municipal,Public,3,70000,N/A,N/A,0,0,0,Yes and fully covered,30,0,40,Not compensated (Exempt),No,No,Yes,7,100000,,Male,160,
10/19/2023 17:08:09,United States of America,,,,,,,,,Nebraska,Omaha,PE,5,5,Bachelors Degree,,40000,Civil Engineer,Full Time,Government/Municipal,Public,5,125000,175,80,,500,0,Yes and fully covered,30,2,45,Straight time (1.0x),No,Yes,No,7,150000,,Male,480,
10/19/2023 18:11:59,United States of America,,,,,,,,,Virginia,"NVA, MD, DC area",None,0,4,Bachelors Degree,,250,Operations Manager,Full Time,Construction/Field,Private,11,119400,N/A,N/A,,43000,0,Yes but I still pay a premium,Unlimited,"As needed, but limited",50,Not compensated (Exempt),No,No,Yes,7,"250,000+",,Male,"unlimited PTO, no specific paternity leave",
10/19/2023 18:43:40,United States of America,,,,,,,,,California,San Dimas,EIT,10,3,Masters Degree,City of San Dimas,80,Assistant Engineer,Full Time,Transportation,Public,6,98000,N/A,N/A,,0,0,Yes and fully covered,175,0,40,Comp time at 1.5x,No,No,No,8,"120,000","My health benefit plan is $1,545 allowance what ever I do not use I can pocket. I pay only $700/minth for insurance and pocket the rest. City also covers 3% of pers contribution and contribute $250/month to out 457B plan",Male,I believe 3months,
10/20/2023 9:44:24,United States of America,,,,,,,,,New Jersey,Trenton,PE,0,0,Bachelors Degree,,1500,Environmental Engineer,Full Time,Water Resources,Public,4,74000,N/A,N/A,0,0,0,Yes but I still pay a premium,30,2,35,Not compensated (Exempt),Yes,Yes,No,6,100000,,Female,,12 weeks
10/20/2023 14:28:00,United States of America,,,,,,,,,Florida,Fort Lauderdale ,PE,0.05,0,Bachelors Degree,,3000,Transportation project engineer ,Full Time,Transportation,Private,9,111000,N/A,80%,0,0,0,Yes but I still pay a premium,20,5,9,Not compensated (Exempt),No,No,No,8,140000,No,Male,2 weeks ,
10/20/2023 20:47:37,United States of America,,,,,,,,,Wisconsin,Milwaukee,PE,0,4,Bachelors Degree,,30,Project Engineer,Full Time,Construction/Field,Private,18,125000,N/A,N/A,0,0,0,Yes and fully covered,25,0,48,Straight time (1.0x),No,Yes,No,5,250000,,Male,0,
10/21/2023 3:36:39,United States of America,,,,,,,,,California,Los Angeles,PE,0,0.005,Bachelors Degree,Municipal Government ,10 Engineers,City Traffic Engineer ,Full Time,Transportation,Public,7,123000,N/A,N/A,,0,0,Yes and fully covered,30,1-2,38,Not compensated (Exempt),No,No,Yes,8,140000,,Male,2080 lifetime bank for sick/disability/parental,
10/21/2023 14:23:45,United States of America,,,,,,,,,Texas,San Antonio,None,0,0,Bachelors Degree,,20,Transportation Engineer,Full Time,Transportation,Private,1,53040,N/A,N/A,,0,0,Yes and fully covered,21,5,40,Straight time (1.0x),No,No,No,7,72000,,Male,160,
10/22/2023 10:49:57,United States of America,,,,,,,,,California,Palo Alto,PE,0,0,Masters Degree,City of Palo Alto,"1,000",Project Engineer,Full Time,Water Resources,Public,9,179000,152,N/A,,0,0,Yes and fully covered,20,0,40,Time and a half (1.5x),Yes,Yes,No,7,"Depends on location, but trying to move to mid-management.","Pension plan is 2% at 62.5 years, deferred 457 also offered.",Male,240,
10/23/2023 1:01:56,Australia,,,,,,,Queensland,Graduate Engineer,,,,,,Bachelors Degree,,30,Graduate Civil Engineer,Full Time,Civil Design,Private,1,88000,N/A,N/A,,0,0,No,6,2,37.5,Not compensated (Exempt),No,No,Yes,7,100000,,Male,0,
10/23/2023 11:41:12,United States of America,,,,,,,,,Maryland,Lanham,PE,0,3,Bachelors Degree,,100,Senior Engineer,Full Time,Land Development,Private,8,94432,135,95,0,2000,0,Yes but I still pay a premium,22,0,41,Straight time (1.0x),Yes,No,No,3,98000,,Male,0,
10/23/2023 14:53:34,United States of America,,,,,,,,,New Jersey,Central,EIT,0,5,Bachelors Degree,,5,Sr. Design Engineer,Full Time,Land Development,Private,2.5,84000,135,95%,,3000,0,Yes but I still pay a premium,15,2,40-45,Not compensated (Exempt),No,No,No,7,105k,,Male,Unknown,
10/23/2023 18:03:05,United States of America,,,,,,,,,Arizona,Peoria,PE,0,6,Bachelors Degree,,10,Project Designer,Full Time,Transportation,Private,6,86000,N/A,N/A,2000,5000,0,Yes but I still pay a premium,15,5,40,Straight time (1.0x),No,No,No,8,"100,000",,Male,0,
10/23/2023 20:08:30,United States of America,,,,,,,,,New Jersey,hunterdon,PE,0,0,Masters Degree,,3,municipal engineer,Full Time,Government/Municipal,Public,25,145000,N/A,N/A,0,0,0,Yes but I still pay a premium,25,0,45,Not compensated (Exempt),Yes,No,No,4,130000,,Male,0,
10/23/2023 21:39:04,United States of America,,,,,,,,,Minnesota,Minneapolis ,PE,0,2,Bachelors Degree,,15000,Senior Civil Engineer/Engineer III,Full Time,Transportation,Private,8,99000,150,85,0,1000,0,Yes but I still pay a premium,18,4,40,Straight time (1.0x),No,No,No,7,100000,,Female,,240
10/23/2023 23:30:12,United States of America,,,,,,,,,Vermont,Montpelier,EIT,0,0,Bachelors Degree,Vermont Agency of Transportation,1200,Prefer not to answer,Full Time,Government/Municipal,Public,8,67662,N/A,N/A,,0,0,Yes but I still pay a premium,"15 days sick leave (unlimited accrual), 15 days annual leave (280 hour cap), up to 5 days personal leave (incentive based on how much sick leave is used), 12 paid holidays",4,40,Time and a half (1.5x),No,Yes,No,7,"Unsure, would likely have to be another job at the state to keep my pension.",Can earn a pension equal to up to 60% of the average of your highest three years of salary. ,Male,16 weeks (presumably 640 hours),
10/24/2023 3:13:01,Australia,,,,,,,New South Wales,Graduate Engineer,,,,,,Bachelors Degree,,8,Project engineer ,Full Time,Construction/Field,Private,6,120000,N/A,100,,0,0,No,30,0,48,Not compensated (Exempt),No,No,No,8,150000,,Male,80,
10/24/2023 7:10:14,United States of America,,,,,,,,,Massachusetts,Boston,PE,0,3,Bachelors Degree,,58000,Civil Engineer III,Full Time,Transportation,Private,6,102000,N/A,N/A,0,0,0,Yes but I still pay a premium,15,3,40,Straight time (1.0x),Yes,No,No,6,120000,,Male,2 weeks,
10/24/2023 10:48:25,United States of America,,,,,,,,,New York,Tarrytown,EIT,0,0,Bachelors Degree,,20,Resident Engineer,Full Time,Construction/Field,Private,25,87760,N/A,N/A,,0,0,Yes but I still pay a premium,15,0,40,Not compensated (Exempt),Yes,No,No,7,110000,,Male,0,
10/24/2023 15:41:02,United States of America,,,,,,,,,Indiana,Indianapolis,PE,0,30,Bachelors Degree,,500,Project Engineer,Full Time,Land Development,Private,6,93600,45,N/A,3000,2500,0,Yes but I still pay a premium,20,1,43,Straight time (1.0x),No,No,No,8,120000,,Male,40,
10/24/2023 19:15:04,United States of America,,,,,,,,,Utah,Salt Lake City,PE,1,4,Masters Degree,Stanley Consultants,1200,Senior Project Engineer,Full Time,Transportation,Private,15,150000,N/A,95,2000,0,0,Yes but I still pay a premium,20,3,40,Straight time (1.0x),Yes,Yes,No,6,175000,,Male,80,
10/24/2023 21:04:17,United States of America,,,,,,,,,California,Newport Beach,EIT,0,0,Bachelors Degree,,2,Structural EIT,Part Time,Structural,Private,0,22,N/A,N/A,,0,0,No,0,0,30,Time and a half (1.5x),Yes,No,No,3,30,,Male,0,
10/25/2023 9:36:28,United States of America,,,,,,,,,Pennsylvania,Pittsburgh ,PE,0,4,Masters Degree,,80,Senior engineer,Full Time,Geotechnical,Private,11,127500,N/A,N/A,5000,61000,0,Yes but I still pay a premium,As need basis,Full remote,70,Not compensated (Exempt),Yes,No,Yes,6,130000,,Male,Flexible,
10/25/2023 10:47:08,United States of America,,,,,,,,,Minnesota,Minneapolis,EIT,13,3.5,Bachelors Degree,,"10,000",Design Engineer,Full Time,Power/Electrical,Public,3,74000,N/A,N/A,,12000,0,Yes but I still pay a premium,17,5,50,Straight time (1.0x),No,No,No,6,86000,,Male,40,
10/25/2023 16:28:30,United States of America,,,,,,,,,Illinois,Chicago,PE,0,6.6,Masters Degree,WJE,700,Senior Associate,Full Time,Structural,Private,9,125000,250,85,0,45000,0,Yes but I still pay a premium,16,5,45,Not compensated (Exempt),No,No,No,5,170000,,Male,80,
10/25/2023 20:36:30,Australia,,,,,,,Victoria,Professional Engineer,,,,,,Bachelors Degree,,20000,Civil engineer,Full Time,Land Development,Private,4,79000,180,80,,0,0,No,6,3,45,Not compensated (Exempt),No,No,No,8,90000,,Male,120,
10/26/2023 6:51:57,United States of America,,,,,,,,,Connecticut,Newington,None,0,7,Bachelors Degree,,3300,Engineer 1,Full Time,Transportation,Public,0,79000,N/A,N/A,0,0,0,Yes and fully covered,27,4,41,Time and a half (1.5x),No,Yes,No,8,90000,,Male,480,
10/26/2023 8:41:03,United States of America,,,,,,,,,Pennsylvania,Pittsburgh,PE,0,4.7,Bachelors Degree,,1000,Engineer,Full Time,Land Development,Private,5,85000,100,N/A,,0,0,Yes but I still pay a premium,20,5,40,Straight time (1.0x),No,No,No,8,110000,,Male,80,
10/26/2023 12:39:37,United States of America,,,,,,,,,Iowa,Des Moines,EIT,0,3,Bachelors Degree,,5000,Graduate Engineer,Full Time,Structural,Private,3,70500,N/A,N/A,,500,0,Yes but I still pay a premium,10,2,50,Not compensated (Exempt),Yes,No,No,6,80000,,Male,0,
10/26/2023 13:09:19,United States of America,,,,,,,,,California,San Diego,EIT,0,4,Bachelors Degree,V&A Consulting Engineers,60,Associate Engineer 1,Full Time,Water Resources,Private,0.5,81000,N/A,85,3000,2000,0,Yes but I still pay a premium,16,3,40,Time and a half (1.5x),No,No,No,9,95000,,Male,320,
10/26/2023 13:35:32,United States of America,,,,,,,,,Georgia,Atlanta,None,0,5,Bachelors Degree,,5000,Project Engineer,Full Time,Transportation,Private,1.5,81997,40,85,5000,0,0,Yes and fully covered,15,2,40,Straight time (1.0x),No,No,No,7,90000,,Male,Not sure,
10/26/2023 16:48:39,United States of America,,,,,,,,,Hawaii,Honolulu,EIT,10,4,Masters Degree,,80,Staff Engineer,Full Time,Geotechnical,Private,2,75000,110,70,7500,0,0,Yes and fully covered,14,1,50,Straight time (1.0x),No,Yes,Yes,8,90000,,Male,20,
10/26/2023 17:58:34,United States of America,,,,,,,,,South Carolina,Greenville ,EIT,0,3,Bachelors Degree,,100,Engineer ,Full Time,Structural,Private,0,80000,Unknown,Unknown ,1500,0,0,Yes but I still pay a premium,Unknown ,0,40,Straight time (1.0x),No,No,No,8,100000,,Male,80,
10/26/2023 19:38:20,United States of America,,,,,,,,,Florida,Jacksonville,EIT,0,6.5,Bachelors Degree,,250,Project Engineer,Full Time,Land Development,Private,0.5,62500,185,100,1500,0,0,Yes but I still pay a premium,17,0,42,Not compensated (Exempt),Yes,No,No,6,62500,My company works for Walmart -_-,Female,,0
10/26/2023 23:13:19,United States of America,,,,,,,,,California,San Diego ,PE,0,6,Bachelors Degree,,1000,Resident Engineer ,Full Time,Construction/Field,Private,10,167000,N/A,75%,,1000,0,Yes but I still pay a premium,15,3,40,Straight time (1.0x),No,No,Yes,7,190000,,Male,0,
10/27/2023 0:24:21,United States of America,,,,,,,,,Louisiana,Baton Rouge,PE,1,4,Masters Degree,,40000,Senior Bridge Engineer,Full Time,Bridges,Private,14,125000,N/A,90,0,0,0,Yes but I still pay a premium,20,3,45,Straight time (1.0x),No,Yes,No,8,150000,no,Male,480,
10/27/2023 8:03:39,United States of America,,,,,,,,,Nevada,Las vegas,None,0,5,Bachelors Degree,,70,Project Manager,Full Time,Land Development,Private,14,106000,200,25,0,3000,0,Yes but I still pay a premium,19,0,34,Time and a half (1.5x),No,No,No,8,140000,,Female,,Short Term Insurance 
10/27/2023 13:12:14,United States of America,,,,,,,,,California,Los Angeles,EIT,4,4,Masters Degree,,1000,Project Engineer,Full Time,Construction/Field,Public,4,90000,N/A,N/A,,10000,0,Yes and fully covered,21,3,30,Straight time (1.0x),Yes,No,Yes,8,120000,,Male,1000,
10/27/2023 13:58:34,United Kingdom,West Midlands,Birmingham ,No,,,,,,,,,,,Masters Degree,,300,Graduate Civil Engineer,Full Time,Bridges,Private,0.5,30000,N/A,N/A,1000,3000,0,Yes and fully covered,32,2,40,No overtime ,No,No,No,10,30000,,Male,Not classified ,
10/27/2023 14:06:13,United States of America,,,,,,,,,California,irvine,PE,0,4,Bachelors Degree,,15,Senior Project Engineer,Full Time,Land Development,Private,10,140000,N/A,N/A,0,0,0,Yes and fully covered,16,0,40,Not compensated (Exempt),No,No,No,7,160000,,Male,0,
10/27/2023 16:22:21,United States of America,,,,,,,,,New Jersey,Parsippany,EIT,0,4,Bachelors Degree,,2000,Construction Engineer,Full Time,Construction/Field,Public,2.5,87500,N/A,90,0,0,0,No,14,0,85,Time and a half (1.5x),No,No,No,8,105000,Gonna end up making 115k this year due to a lot of OT and night work.,Male,0,
10/27/2023 19:40:26,United States of America,,,,,,,,,Illinois,Rosemont,PE,0,3,Bachelors Degree,,100,Design Engineer III,Full Time,Land Development,Private,4,76000,N/A,N/A,,8000,0,Yes but I still pay a premium,13,1,45,Not compensated (Exempt),No,No,No,6,85000,,Male,None,
10/27/2023 20:51:34,United States of America,,,,,,,,,California,Lawndale,EIT,7,0,Bachelors Degree,,85,Associate engineer,Full Time,Government/Municipal,Public,18,105000,N/A,N/A,0,0,0,Yes and fully covered,24,0,40,Time and a half (1.5x),No,Yes,No,9,125000,,Male,6 weeks,
10/28/2023 9:13:28,United States of America,,,,,,,,,Illinois,Chicago,EIT,0,4,Masters Degree,,16000,Civil Engineer II,Full Time,Rail and Transit,Private,8,92000,N/A,N/A,,0,0,Yes and fully covered,3,Fully remote,40,Straight time (1.0x),No,Yes,No,7,110000,,Male,160,
10/28/2023 11:00:58,United States of America,,,,,,,,,New York,New york,PE,0,4.5,Masters Degree,,5000,Senior Associate,Part Time,Forensic,Private,17,100000,405,75,,25000,0,Yes but I still pay a premium,28,5,30,Straight time (1.0x),No,No,No,9,200000,,Male,240,
10/28/2023 11:38:37,United States of America,,,,,,,,,Florida,Miami,PE,0,6,Bachelors Degree,,1500,Project Engineer/Administrator,Full Time,Construction/Field,Private,7,108000,N/A,N/A,0,0,0,Yes but I still pay a premium,21,0,40,Not compensated (Exempt),No,No,Yes,8,120000,,Male,80,
10/29/2023 14:58:32,United States of America,,,,,,,,,Colorado,Denver,EIT,0,4,Bachelors Degree,,350,Structural EIT II,Full Time,Structural,Private,3,77500,N/A,N/A,3000,900,0,Yes and fully covered,17,2,42,Straight time (1.0x),No,No,No,8,90000,,Male,"40 per year of employment, up to 160",
10/29/2023 17:51:32,United States of America,,,,,,,,,North Carolina,Fayetteville,PE,0,2,Masters Degree,Municipality,1500+,City Traffic Engineer,Full Time,Government/Municipal,Public,10,109000,N/A,N/A,0,0,0,Yes but I still pay a premium,23,0-1,40,Not compensated (Exempt),No,No,No,7,126000,Pension and a lot of autonomy,Male,Unknown,
10/29/2023 20:36:07,United States of America,,,,,,,,,Colorado,Castle Rock,EIT,0,300,Bachelors Degree,,30,Associate Engineer,Full Time,Construction/Field,Private,2,78000,480,50,2000,15000,0,Yes but I still pay a premium,15,0,45,Not compensated (Exempt),Yes,No,No,6,85000,,Male,0,
10/29/2023 22:25:24,United States of America,,,,,,,,,New York,Rochester,EIT,0,3,Bachelors Degree,,400-500,Junior Project Engineer,Full Time,Transportation,Private,0,60000,N/A,N/A,7000,0,0,Yes and fully covered,FTO,0,40,Time and a half (1.5x),Yes,Yes,No,6,75000,,Male,n/a,
10/30/2023 0:23:21,United States of America,,,,,,,,,Florida,Bartow,PE,0,3,Bachelors Degree,,500,Traffic Engineer,Full Time,Transportation,Private,6,100000,N/A,95,,4000,0,Yes but I still pay a premium,15,3,40,Straight time (1.0x),No,No,No,6,110000,,Male,100,
10/30/2023 8:17:09,Greece,,,,,,,,,,,,,,Masters Degree,,3,Infistructure engineering,Full Time,Transportation,Private,1,9600,N/A,N/A,,0,0,Yes and fully covered,0,0,43,Not compensated (Exempt),Yes,No,No,2,15,"I don't want to be an engineer in greece anymore. I had to open my own bussiness and sign a contract that i provide services to my employer, everywhere is the same in Greece and i get taxed like i have a Company. absolute dog ****",Male,0,
10/30/2023 10:38:20,United States of America,,,,,,,,,Virginia,Sterling,PE,0,5,Masters Degree,,25,Project Engineer,Full Time,Transportation,Private,4,88000,N/A,N/A,,9000,0,Yes and fully covered,21,0,45,Not compensated (Exempt),No,No,No,9,110000,,Male,80,
10/30/2023 11:42:50,United States of America,,,,,,,,,Connecticut,Hartford,PE,0,4,Masters Degree,,350,Project Manager ,Full Time,Land Development,Private,10,111000,175,75,,8000,0,Yes and fully covered,160,1,40,Not compensated (Exempt),No,Yes,No,7,130000,,Female,,240
10/30/2023 13:14:34,United States of America,,,,,,,,,Utah,Ogden ,PE,0,10,Bachelors Degree,,785,Principal Engineer,Full Time,Government/Municipal,Public,5.5,90000,N/A,N/A,0,0,0,Yes and fully covered,28,1,40,Time and a half (1.5x),No,No,Yes,8,130000,,Male,0,
10/30/2023 14:44:30,United States of America,,,,,,,,,Texas,Houston,EIT,7,3,Bachelors Degree,,100+,Transmission Line Engineer,Full Time,Power/Electrical,Private,3,105000,N/A,N/A,2500,3000,0,Yes but I still pay a premium,25,5,40,Straight time (1.0x),No,No,No,8,130000,You should always job hop every 2-3 years.,Male,0,
10/30/2023 14:52:17,Canada,,,,British Columbia,Courtenay,EIT,,,,,,,,Bachelors Degree,,700,Civil EIT,Full Time,Government/Municipal,Private,4,94000,155,80,,0,0,Yes and fully covered,20,2,40,Banked,No,No,No,8,100000,,Male,EI Top up,
10/30/2023 14:53:32,United States of America,,,,,,,,,Texas,Austin,EIT,0,3,Bachelors Degree,,~600,project engineer,Full Time,Government/Municipal,Public,0.2,72800,N/A,N/A,3000,0,0,Yes and fully covered,2 weeks,2,40,Straight time (1.0x),No,No,No,8,80000,,Female,,8 weeks
10/30/2023 19:25:37,United States of America,,,,,,,,,Massachusetts,Boston,PE,0,0,Masters Degree,,200,Town Engineer ,Full Time,Government/Municipal,Public,11,129000,N/A,N/A,0,0,0,Yes but I still pay a premium,40,0,40,Time and a half (1.5x),No,No,Yes,10,155000,,Male,0,
10/30/2023 20:49:46,United States of America,,,,,,,,,New York,New York,None,0,3,Bachelors Degree,,125,Project Engineer,Full Time,Structural,Private,4,98000,87,105,,7000,0,Yes but I still pay a premium,15,3,42,Straight time (1.0x),No,No,No,8,150000,,Female,,don’t know
10/31/2023 8:08:26,United States of America,,,,,,,,,Florida,Ocala,EIT,0,0,Bachelors Degree,,25,Engineering Intern,Full Time,Land Development,Private,0,56000,115,100,,4000,0,Yes and fully covered,10,1,43,Not compensated (Exempt),No,No,No,7,66000,,Male,0,
10/31/2023 11:54:42,United States of America,,,,,,,,,Missouri,Kansas City,PE,0,4.5,Bachelors Degree,,80,Bridge Team Leader,Full Time,Bridges,Private,0,120000,210,60,,6000,0,Yes and fully covered,15,2,40,Straight time (1.0x),No,No,No,7,130000,,Female,,6 weeks @ 60% pay using STD
10/31/2023 13:18:49,United States of America,,,,,,,,,Pennsylvania,Mechanicsburg,EIT,0,0,Masters Degree,,2000,Staff Engineer,Full Time,Transportation,Public,3,93520,N/A,98,0,0,0,Yes but I still pay a premium,20,2,40,Straight time (1.0x),No,Yes,No,10,110000,,Female,,0
10/31/2023 16:34:38,United States of America,,,,,,,,,Massachusetts,SPRINGFIELD,EIT,5,5,Bachelors Degree,,300,TRANSPORTATION ENGINEER,Full Time,Transportation,Private,1,63000,31,85,,800,0,Yes but I still pay a premium,12,3,45,Straight time (1.0x),No,Yes,No,9,75,,Male,300,
11/1/2023 13:32:48,United States of America,,,,,,,,,Massachusetts,Marlborough,None,0,3,Bachelors Degree,,30,Traffic Engineer,Full Time,Transportation,Private,4,67600,$32/hour,N/A,0,2000,0,Yes but I still pay a premium,20,5,40,Straight time (1.0x),No,No,No,7,85000,,Male,Unknown,
11/1/2023 18:41:54,United States of America,,,,,,,,,Montana,Bozeman,PE,0,8.73,Bachelors Degree,State Agency,24,Engineer Supervisor,Full Time,Water Resources,Public,7,94286,N/A,N/A,0,0,0,Yes and fully covered,38,2,40,Banked 1.0x hours that can later be used for vacation or time off,No,Yes,Yes,9,$120k+,,Male,"12 weeks of protected *unpaid* leave, as required by FMLA. Can use any accrued sick leave for pay, but paternity leave is not otherwise paid.",
11/1/2023 19:48:47,United States of America,,,,,,,,,Georgia,Woodstock,EIT,0,6,Bachelors Degree,,8,Structural EIT,Full Time,Structural,Private,0,70000,130,80,,0,0,Yes and fully covered,15,0,40,Straight time (1.0x),No,No,No,8,74000,,Male,0,
11/1/2023 20:26:51,United States of America,,,,,,,,,Arizona,Phoenix,PE,0,3,Bachelors Degree,,100,Project Manager,Full Time,Water Resources,Private,10,130000,N/A,95,,20000,0,Yes but I still pay a premium,20,0.5,44,Straight time (1.0x),No,No,No,7,160000,,Male,0,
11/2/2023 9:38:14,Canada,,,,British Columbia,Burnaby,PE,,,,,,,,Bachelors Degree,,300,Project Engineer,Full Time,Government/Municipal,Private,6,100000,N/A,N/A,,5000,0,Yes and fully covered,5,4,40,Straight time (1.0x),No,No,No,8,120000,,Male,0,
11/2/2023 14:29:20,United States of America,,,,,,,,,California,Brea,EIT,15,3,Bachelors Degree,,2000,Engineer 1,Full Time,Government/Municipal,Private,0,63000,110,N/A,,0,0,Yes but I still pay a premium,23,1.5,41,Not compensated (Exempt),No,No,No,7,73000,,Female,,80
11/3/2023 23:54:51,United States of America,,,,,,,,,Indiana,Indianapolis,None,0,93,Masters Degree,,700,Traffic Engineer,Full Time,Transportation,Private,1,70720,N/A,N/A,,1000,0,Yes but I still pay a premium,21,1,45,Straight time (1.0x),No,No,No,7,75000,,Female,,
11/4/2023 14:24:30,Canada,,,,Ontario,Mississauga,EIT,,,,,,,,Bachelors Degree,,50000,Geotechnical EIT,Full Time,Geotechnical,Private,5.5,74000,N/A,90,0,0,0,Yes but I still pay a premium,8 days + 3 weeks,3,40,Time and a half (1.5x),Yes,No,Yes,6,90000,,Male,5 weeks,
11/4/2023 14:26:03,United Kingdom,South East,Reading,Yes,,,,,,,,,,,Masters Degree,,7000,Senior civil engineer,Full Time,Water Resources,Private,10,60000,N/A,N/A,,0,0,No,44,4,36,Not compensated (Exempt),No,No,No,9,65000,,Male,Unknown,
11/4/2023 16:53:35,United States of America,,,,,,,,,Texas,San Antonio,PE,0,4,Masters Degree,,36000,Project Water Engineer ,Full Time,Water Resources,Public,9,108000,165,N/A,8000,0,0,Yes but I still pay a premium,15,5,42,Straight time (1.0x),Yes,No,No,8,130000,No,Male,80,
11/4/2023 18:57:31,United States of America,,,,,,,,,California,Sacramento,None,0,6,Bachelors Degree,,5000+,Engineer II ,Full Time,Construction/Field,Private,2,92000,N/A,N/A,5000,0,0,Yes but I still pay a premium,15,0,50,Not compensated (Exempt),No,Yes,Yes,7,110000,,Male,160,
11/4/2023 20:27:56,United States of America,,,,,,,,,New York,New York,EIT,0,4,Bachelors Degree,,10000+,Civil Engineer (EIT),Full Time,Land Development,Private,0,80300,38.61,75%,3000,0,0,Yes but I still pay a premium,25,flexible,40,Straight time (1.0x),No,Yes,No,9,90000,,Male,Not sure,
11/5/2023 10:13:54,United States of America,,,,,,,,,Texas,Houston,EIT,0,3,Bachelors Degree,,25,Design Eningeer,Full Time,Land Development,Private,2,76000,N/A,N/A,,3000,0,Yes but I still pay a premium,Unlimited,0,40,Not compensated (Exempt),Yes,No,No,6,90000,,Female,,80
11/5/2023 10:34:39,United States of America,,,,,,,,,New York,Binghamton,PE,100,3,Bachelors Degree,,200,Aviation Project Engineer,Full Time,Transportation,Private,15,105000,50/hr,90,,15000,0,Yes but I still pay a premium,58,2,50,Straight time (1.0x),Yes,No,No,6,120000,,Male,3 weeks paid,
11/5/2023 20:18:30,United States of America,,,,,,,,,Virginia,Richmond,None,0,8,Bachelors Degree,,2000+,Engineer,Full Time,Construction/Field,Private,0,78500,N/A,N/A,3000,0,0,Yes but I still pay a premium,20,0,50,Not compensated (Exempt),No,Yes,No,7,85000,Starting July 2024,Male,0,
11/5/2023 22:32:42,United States of America,,,,,,,,,Texas,Austin,PE,0,6,Bachelors Degree,,600,Engineer,Full Time,Land Development,Private,7,94000,N/A,N/A,,4000,0,Yes but I still pay a premium,22,3,40,Not compensated (Exempt),No,No,No,10,130000,,Male,-,
11/6/2023 0:41:25,United States of America,,,,,,,,,California,San Diego,PE,1,8,Bachelors Degree,,1,1,Part Time,Construction/Field,Public,1,1,N/A,N/A,,1,1,Yes but I still pay a premium,1,1,1,Not compensated (Exempt),No,No,No,3,`,,Prefer not to say,1,
11/6/2023 14:55:28,United States of America,,,,,,,,,Missouri,st. louis,PE,5,0,Bachelors Degree,,1500,Structural Engineer,Full Time,Structural,Private,10,100000,N/A,95,0,5000,0,Yes but I still pay a premium,20,0,40,Not compensated (Exempt),No,Yes,No,9,120000,,Male,40,
11/6/2023 18:13:45,United States of America,,,,,,,,,Michigan,Detroit,PE,0,2.1,Masters Degree,,1500,Structural engineer II,Full Time,Structural,Private,5,78500,N/A,N/A,0,3500,0,Yes but I still pay a premium,15,5,42,Not compensated (Exempt),No,Yes,No,7,100000,,Female,,120
